"","id","target_child_id","gloss","stem","type","part_of_speech","corpus_name","speaker_role","utterance_order"
"2893",1873103,3351,"hold the pencil","hold the pencil","declarative","v det:art n","Brown","Target_Child",129
"2894",1873136,3351,"let me stick em in","let me stick them in","declarative","v pro:obj v pro:obj adv","Brown","Target_Child",578
"2895",1874039,3351,"it goed on my side and I licked it","it go on my side and I lick it","declarative","pro:per v prep det:poss n coord pro:sub v pro:per","Brown","Target_Child",128
"2896",1874069,3351,"a mosquito bit me","a mosquito bite me","declarative","det:art n v pro:obj","Brown","Target_Child",216
"2897",1874132,3351,"because I like to push xxx","because I like to push","declarative","conj pro:sub v inf v","Brown","Target_Child",501
"2898",1874224,3351,"this doesn't stick down","this do stick down","declarative","pro:dem mod v adv","Brown","Target_Child",259
"2899",1874467,3351,"he was biting my arm","he be bite my arm","declarative","pro:sub aux part det:poss n","Brown","Target_Child",84
"2900",1874825,3351,"Daddy taught me","Daddy teach me","declarative","n:prop v pro:obj","Brown","Target_Child",284
"2901",1874838,3351,"but Daddy taught me","but Daddy teach me","declarative","conj n:prop v pro:obj","Brown","Target_Child",285
"2902",1875564,3351,"I'm trying to hold my bunny this week","I try to hold my bunny this week","declarative","pro:sub part inf v det:poss n det:dem n","Brown","Target_Child",14
"2903",1875635,3351,"Mommy would you stick this on for me","Mommy will you stick this on for me","question","n:prop mod pro:per v det:dem adv prep pro:obj","Brown","Target_Child",376
"2904",1875819,3351,"no my Mama teach me dat huh","no my Mama teach me that huh","question","co co n:prop v pro:obj comp co","Brown","Target_Child",21
"2905",1875893,3351,"I gonna kick ya","I go kick you","declarative","pro:sub part v pro:per","Brown","Target_Child",208
"2906",1875942,3351,"and kick ya","and kick you","declarative","coord v pro:per","Brown","Target_Child",212
"2907",1875955,3351,"glue it glue it","glue it glue it","declarative","v pro:per v pro:per","Brown","Target_Child",401
"2908",1875968,3351,"and kick ya","and kick you","trail off","coord v pro:per","Brown","Target_Child",214
"2909",1875980,3351,"and kick ya","and kick you","trail off","coord v pro:per","Brown","Target_Child",215
"2910",1876004,3351,"and hit ya and kick ya and hit ya and kick ya and","and hit you and kick you and","trail off","coord v pro:per coord v pro:per coord","Brown","Target_Child",217
"2911",1876079,3351,"push up he's not spilling","push up he not spill","declarative","v adv pro:sub neg part","Brown","Target_Child",662
"2912",1876458,3351,"this how you push it down","this how you push it down","declarative","pro:dem pro:int pro:per v pro:per adv","Brown","Target_Child",148
"2913",1876518,3351,"I do this when ya hold her","I do this when you hold her","declarative","pro:sub v pro:dem conj pro:per v pro:obj","Brown","Target_Child",86
"2914",1876618,3351,"tied on","tie on","declarative","v adv","Brown","Target_Child",287
"2915",1876635,3351,"I can push this","I can push this","declarative","pro:sub mod v pro:dem","Brown","Target_Child",95
"2916",1876671,3351,"I can push the","I can push the","trail off","pro:sub mod v det:art","Brown","Target_Child",98
"2917",1876852,3351,"he doesn't bite","he do bite","declarative","pro:sub mod v","Brown","Target_Child",443
"2918",1877482,3351,"just pull the string","just pull the string","declarative","adv v det:art n","Brown","Target_Child",495
"2919",1877933,3351,"because Betty bite her","because Betty bite her","declarative","conj n:prop v pro:obj","Brown","Target_Child",531
"2920",1878026,3351,"so she hit and bite her real hard","so she hit and bite her real hard","declarative","co pro:sub v coord v det:poss adj adj","Brown","Target_Child",538
"2921",1878449,3351,"xxx medicine we gonna buy it","medicine we go buy it","declarative","n pro:sub part v pro:per","Brown","Target_Child",438
"2922",1878502,3351,"look it a big boat we gonna buy","look it a big boat we go buy","declarative","v pro:per det:art adj n pro:sub part v","Brown","Target_Child",112
"2923",1878562,3351,"hang em out in the clothes+line","hang them out in the","declarative","v pro:obj adv prep det:art","Brown","Target_Child",448
"2924",1878878,3351,"I invited xxx","I invite","declarative","pro:sub v","Brown","Target_Child",15
"2925",1879563,3351,"but he got stuck","but he get stick","declarative","conj pro:sub aux part","Brown","Target_Child",599
"2926",1879655,3351,"now kick your head","now kick your head","declarative","adv v det:poss n","Brown","Target_Child",80
"2927",1879677,3351,"he kicked his head","he kick his head","declarative","pro:sub v det:poss n","Brown","Target_Child",82
"2928",1879742,3351,"licking it","lick it","declarative","part pro:per","Brown","Target_Child",356
"2929",1879951,3351,"they glue","they glue","question","pro:sub v","Brown","Target_Child",367
"2930",1879976,3351,"who glued it","who glue it","question","pro:int v pro:per","Brown","Target_Child",369
"2931",1879989,3351,"xxx they put em all glued on it","they put them all glue on it","question","pro:sub v pro:obj post v prep pro:per","Brown","Target_Child",370
"2932",1880087,3351,"buy you some more","buy you some more","declarative","v pro:per qn pro:indef","Brown","Target_Child",386
"2933",1880094,3351,"buy yourself","buy yourself","declarative","v pro:refl","Brown","Target_Child",387
"2934",1880101,3351,"I'm kicking ya","I kick you","declarative","pro:sub part pro:per","Brown","Target_Child",388
"2935",1880230,3351,"the big one's not glued","the big one not glue","declarative","det:art adj adj neg part","Brown","Target_Child",398
"2936",1880309,3351,"it was sticking down","it be stick down","declarative","pro:per aux part adv","Brown","Target_Child",280
"2937",1880310,3351,"let me hold it myself","let me hold it myself","declarative","v pro:obj v pro:per pro:refl","Brown","Target_Child",150
"2938",1880396,3351,"I can kick ya","I can kick you","declarative","pro:sub mod v pro:per","Brown","Target_Child",423
"2939",1880403,3351,"I can kick you Mama","I can kick you Mama","declarative","pro:sub mod v pro:per n:prop","Brown","Target_Child",424
"2940",1880432,3351,"say I'm going kick ya","say I go kick you","declarative","co pro:sub part v pro:per","Brown","Target_Child",427
"2941",1881294,3351,"we bought it","we buy it","declarative","pro:sub v pro:per","Brown","Target_Child",386
"2942",1881306,3351,"we bought all by ourselves","we buy all by ourselves","declarative","pro:sub v adv prep pro:refl","Brown","Target_Child",387
"2943",1882824,3351,"that was stuck in the bottom","that be stick in the bottom","declarative","pro:dem aux part prep det:art n","Brown","Target_Child",278
"2944",1882974,3351,"am I pulling all the hair out","be I pull all the hair out","question","aux pro:sub part qn det:art n adv","Brown","Target_Child",437
"2945",1882982,3351,"did I pull all the hair out","do I pull all the hair out","question","mod pro:sub v adv det:art n adv","Brown","Target_Child",438
"2946",1883054,3351,"you buy me a piggie+bank","you buy me a","declarative","pro:per v pro:obj det:art","Brown","Target_Child",214
"2947",1883263,3351,"no my bangs are sticking down up","no my bang be stick up","declarative","qn det:poss n aux part adv","Brown","Target_Child",238
"2948",1883280,3351,"my bangs are sticking down up","my bang be stick down up","declarative","det:poss n aux part adv adv","Brown","Target_Child",240
"2949",1883317,3351,"Lucy bought it it Sarah","Lucy buy it Sarah","declarative","n:prop v pro:per n:prop","Brown","Target_Child",328
"2950",1883722,3351,"see my heel pushes em in","see my heel push them in","declarative","co det:poss n v pro:obj adv","Brown","Target_Child",175
"2951",1883760,3351,"hey it stick to my dress","hey it stick to my dress","declarative","co pro:per v prep det:poss n","Brown","Target_Child",169
"2952",1883837,3351,"it was sticking up","it be stick up","declarative","pro:per aux part adv","Brown","Target_Child",300
"2953",1883875,3351,"my bangs sticking down","my bang stick down","declarative","det:poss n part adv","Brown","Target_Child",550
"2954",1883886,3351,"are my bangs sticking down up","be my bang stick down up","question","cop det:poss n part prep adv","Brown","Target_Child",306
"2955",1883935,3351,"my bangs are sticking down","my bang be stick down","declarative","det:poss n aux part adv","Brown","Target_Child",558
"2956",1883949,3351,"see the bangs are sticking down","see the bang be stick down","declarative","v det:art n aux part adv","Brown","Target_Child",314
"2957",1883973,3351,"last night it was sticking up","last night it be stick up","declarative","adj n pro:per aux part adv","Brown","Target_Child",317
"2958",1883994,3351,"sticking down","stick down","declarative","part adv","Brown","Target_Child",320
"2959",1884108,3351,"it sticks to ya","it stick to you","declarative","pro:per v prep pro:per","Brown","Target_Child",426
"2960",1884475,3351,"I dropped it see","I drop it see","question","pro:sub v pro:per v","Brown","Target_Child",472
"2961",1885481,3351,"I wanna show Melissa how I tie","I want show Melissa how I tie","declarative","pro:sub v v n:prop pro:rel pro:sub v","Brown","Target_Child",1
"2962",1885533,3351,"which way teach","which way teach","trail off","pro:rel adv v","Brown","Target_Child",6
"2963",1885559,3351,"I'll hold her","I hold her","declarative","pro:sub v pro:obj","Brown","Target_Child",157
"2964",1885580,3351,"if you hold her I'll give you a nickel alright","if you hold her I give you a nickel alright","question","conj pro:per v pro:obj pro:sub v pro:per det:art n adj","Brown","Target_Child",159
"2965",1885792,3351,"I wanna I wanna hold her","I want hold her","declarative","pro:sub v v pro:obj","Brown","Target_Child",180
"2966",1886204,3351,"wanna stick some more","want stick some more","question","v v qn pro:indef","Brown","Target_Child",462
"2967",1886230,3351,"wanna stick some more","want stick some more","question","v v qn pro:indef","Brown","Target_Child",465
"2968",1886303,3351,"china push it down","try to push it down","declarative","part inf v pro:per adv","Brown","Target_Child",54
"2969",1886326,3351,"trying to push it down","try to push it down","declarative","part inf v pro:per adv","Brown","Target_Child",56
"2970",1886431,3351,"is it still hanging around","be it still hang around","question","aux pro:per adv part adv","Brown","Target_Child",156
"2971",1886472,3351,"hold my other hand and I'll skip put your arm around I mean your hand","hold my other hand and I skip I mean your hand","declarative","v det:poss qn n coord pro:sub v pro:sub v det:poss n","Brown","Target_Child",160
"2972",1886564,3351,"he's covering his eyes now","he cover his eye now","declarative","pro:sub part det:poss n adv","Brown","Target_Child",549
"2973",1886578,3351,"I want him to bite your toe","I want him to bite your toe","declarative","pro:sub v pro:obj inf v det:poss n","Brown","Target_Child",110
"2974",1887071,3351,"I don't wanna tie","I do want tie","declarative","pro:sub mod v v","Brown","Target_Child",160
"2975",1887089,3351,"you won't pull uh um ears","you will pull ear","declarative","pro:per mod v n","Brown","Target_Child",676
"2976",1887226,3351,"can't you hold my can't you hold my feet","can you hold my foot","question","mod pro:per v det:poss n","Brown","Target_Child",233
"2977",1887257,3351,"see I go and my head goes under there and you hold my feet","see I go and my head go under there and you hold my foot","declarative","v pro:sub v coord det:poss n v prep n coord pro:per v det:poss n","Brown","Target_Child",236
"2978",1887495,3351,"pull me by the hair","pull me by the hair","question","v pro:obj prep det:art n","Brown","Target_Child",114
"2979",1887854,3351,"he doesn't bite really hard","he do bite really hard","declarative","pro:sub mod v adv adv","Brown","Target_Child",206
"2980",1887919,3351,"ouch he bite","ouch he bite","declarative","n pro:sub v","Brown","Target_Child",215
"2981",1888252,3351,"the dog didn't bite it","the dog do bite it","declarative","det:art n mod v pro:per","Brown","Target_Child",307
"2982",1888367,3351,"you hang it on your wall if you wanna","you hang it on your wall if you want","declarative","pro:per v pro:per prep det:poss n conj pro:per v","Brown","Target_Child",61
"2983",1888695,3351,"let me hold one hand and one leg","let me hold one hand and one leg","declarative","v pro:obj v det:num n coord det:num n","Brown","Target_Child",417
"2984",1888984,3351,"hold my feet","hold my foot","declarative","v det:poss n","Brown","Target_Child",444
"2985",1889425,3351,"can't you hold my feet","can you hold my foot","question","mod pro:per v det:poss n","Brown","Target_Child",483
"2986",1889439,3351,"can't you hold my feet and I'll lay back","can you hold my foot and I lay back","question","mod pro:per v det:poss n coord pro:sub v adv","Brown","Target_Child",484
"2987",1889506,3351,"no you hold my feet and I'll lay back","no you hold my foot and I lay back","declarative","co pro:per v det:poss n coord pro:sub v adv","Brown","Target_Child",489
"2988",1889775,3351,"where'd he bite me","where he bite me","question","pro:int pro:sub v pro:obj","Brown","Target_Child",590
"2989",1889841,3351,"I remember the bee bite me in the belly though","I remember the bee bite me in the belly though","declarative","pro:sub co det:art n v pro:obj prep det:art n adv","Brown","Target_Child",597
"2990",1889999,3351,"I'm going lick my finger","I go lick my finger","declarative","pro:sub part v det:poss n","Brown","Target_Child",310
"2991",1891360,3351,"won't stick see","will stick see","question","mod v v","Brown","Target_Child",235
"2992",1891741,3351,"think I could hold dat like dis all the way","think I could hold that like this all the way","declarative","v pro:sub mod v pro:dem prep pro:dem qn det:art n","Brown","Target_Child",272
"2993",1891776,3351,"now hold it right dere","now hold it right there","declarative","adv v pro:per adv adv","Brown","Target_Child",275
"2994",1891888,3351,"I gotta hold it but I go way down the bottom","I got hold it but I go way down the bottom","declarative","pro:sub mod v pro:per conj pro:sub v adv prep det:art n","Brown","Target_Child",152
"2995",1891939,3351,"hold it all the way like that with both fingers","hold it all the way like that with both finger","declarative","v pro:per adv det:art n prep pro:dem prep qn n","Brown","Target_Child",289
"2996",1891964,3351,"alright watch don't hold it","alright watch do hold it","declarative","co n mod v pro:per","Brown","Target_Child",291
"2997",1892024,3351,"I can make my own writing and teach the boys and girls to","I can make my own write and teach the boy and girl to","declarative","pro:sub mod v det:poss adj n:gerund coord v det:art n coord n inf","Brown","Target_Child",493
"2998",1892102,3351,"hey who bought them","hey who buy them","question","co pro:rel v pro:obj","Brown","Target_Child",176
"2999",1892374,3351,"if ya hold it","if you hold it","declarative","conj pro:per v pro:per","Brown","Target_Child",340
"3000",1892454,3351,"if you had if you had if you had you can't hold your head xxx","if you have you can hold your head","declarative","conj pro:per v pro:per mod v det:poss n","Brown","Target_Child",443
"3001",1892469,3351,"hafta use glue over that side so it staying in good","have use glue over that side so it stay in good","declarative","mod v v adv adv adj co pro:per part prep adj","Brown","Target_Child",351
"3002",1892487,3351,"hey dis one sticks up too","hey this one stick up too","declarative","co det:dem pro:indef v prep adv","Brown","Target_Child",362
"3003",1892834,3351,"hold it steady steady","hold it steady steady","declarative","v pro:per v adv","Brown","Target_Child",392
"3004",1892994,3351,"and we bought Uncle_Tommy a tie","and we buy Uncle_Tommy a tie","declarative","coord pro:sub v n:prop det:art n","Brown","Target_Child",57
"3005",1893368,3351,"you push that down for me","you push that down for me","question","pro:per v det:dem n prep pro:obj","Brown","Target_Child",456
"3006",1893583,3351,"he will kick me out","he will kick me out","question","pro:sub mod v pro:obj adv","Brown","Target_Child",264
"3007",1893599,3351,"I will kick him out","I will kick him out","declarative","pro:sub mod v pro:obj adv","Brown","Target_Child",266
"3008",1893671,3351,"doesn't stick","do stick","declarative","mod v","Brown","Target_Child",475
"3009",1893815,3351,"hold that","hold that","declarative","v pro:dem","Brown","Target_Child",126
"3010",1893828,3351,"just hold it","just hold it","declarative","adv v pro:per","Brown","Target_Child",127
"3011",1893938,3351,"my Nana taught me","my Nana teach me","declarative","det:poss n:prop v pro:obj","Brown","Target_Child",68
"3012",1894027,3351,"yeah teach ya how to read","yeah teach you how to read","declarative","co v pro:per pro:int inf v","Brown","Target_Child",36
"3013",1894565,3351,"or hang it up","or hang it up","question","coord v pro:per adv","Brown","Target_Child",71
"3014",1894572,3351,"we will hang it up huh","we will hang it up huh","question","pro:sub mod v pro:per adv co","Brown","Target_Child",72
"3015",1894602,3351,"I was punching him","I be punch him","declarative","pro:sub aux part pro:obj","Brown","Target_Child",193
"3016",1894755,3351,"I punched him in the eye mouth and nose","I punch him in the eye mouth and nose","declarative","pro:sub v pro:obj prep det:art n n coord n","Brown","Target_Child",205
"3017",1894934,3351,"hold it","hold it","declarative","v pro:per","Brown","Target_Child",437
"3018",1894991,3351,"you hold it","you hold it","declarative","pro:per v pro:per","Brown","Target_Child",441
"3019",1895047,3351,"alright I can hold it","alright I can hold it","declarative","adj pro:sub mod v pro:per","Brown","Target_Child",445
"3020",1895184,3351,"oh yeah I better buy some more Kool_aid","oh yeah I good buy some more Kool_aid","declarative","co co pro:sub adv v qn qn n:prop","Brown","Target_Child",456
"3021",1895395,3351,"bite myself","bite myself","declarative","v pro:refl","Brown","Target_Child",138
"3022",1895805,3351,"you hold me up and I'll have a hammer and go like this","you hold me up and I have a hammer and go like this","declarative","pro:per v pro:obj adv coord pro:sub v det:art n coord v prep pro:dem","Brown","Target_Child",205
"3023",1895864,3351,"you bumped me","you bump me","declarative","pro:per v pro:obj","Brown","Target_Child",465
"3024",1895935,3351,"his tail sticks out like this","his tail stick out like this","declarative","det:poss n v adv prep pro:dem","Brown","Target_Child",105
"3025",1896057,3351,"see he's holding it this way","see he hold it this way","declarative","co pro:sub part pro:per pro:dem adv","Brown","Target_Child",316
"3026",1896271,3351,"I just pushed it down","I just push it down","declarative","pro:sub adv v pro:per adv","Brown","Target_Child",219
"3027",1896325,3351,"because they he will bite","because he will bite","declarative","conj pro:sub mod v","Brown","Target_Child",138
"3028",1896520,3351,"two planes stuck together","two plane stick together","question","det:num n v adv","Brown","Target_Child",145
"3029",1896547,3351,"hey I'm stuck","hey I stick","declarative","co pro:sub part","Brown","Target_Child",272
"3030",1897468,3351,"my mother punched your mother in the eye","my mother punch your mother in the eye","declarative","det:poss n v det:poss n prep det:art n","Brown","Target_Child",248
"3031",1897595,3351,"not glue um some","not glue some","trail off","neg v qn","Brown","Target_Child",477
"3032",1897758,3351,"I pulled it down and it wasn't tight","I pull it down and it be tight","declarative","pro:sub v pro:per adv coord pro:per cop adj","Brown","Target_Child",178
"3033",1898575,3351,"who's kicking me","who kick me","question","pro:rel part pro:obj","Brown","Target_Child",247
"3034",1898857,3351,"it's stuck all together","it stick all together","declarative","pro:per part adv adv","Brown","Target_Child",463
"3035",1900219,3351,"and we bump heads and we cried","and we bump head and we cry","declarative","coord pro:sub v n coord pro:sub v","Brown","Target_Child",270
"3036",1900454,3351,"I'll push you to bed","I push you to bed","declarative","pro:sub v pro:per prep n","Brown","Target_Child",580
"3037",1900479,3351,"I bought her some cards with money","I buy her some card with money","declarative","pro:sub v pro:obj qn n prep n","Brown","Target_Child",295
"3038",1900862,3351,"will you invite me to my party","will you invite me to my party","question","mod pro:per v pro:obj prep det:poss n","Brown","Target_Child",524
"3039",1903252,3351,"I caught it but it dropped","I catch it but it drop","declarative","pro:sub v pro:per conj pro:per v","Brown","Target_Child",593
"3040",1903263,3351,"to hold the baby the carriage","to hold the baby the carriage","declarative","inf v det:art n det:art n","Brown","Target_Child",376
"3041",1903292,3351,"you push it in like harder like that","you push it in like hard like that","declarative","pro:per v pro:per prep co adj prep pro:dem","Brown","Target_Child",201
"3042",1903348,3351,"push it in and turn it","push it in and turn it","declarative","v pro:per adv coord v pro:per","Brown","Target_Child",207
"3043",1903429,3351,"I dropped it","I drop it","declarative","pro:sub v pro:per","Brown","Target_Child",608
"3044",1908419,3351,"can I hold that down for ya","can I hold that down for you","question","mod pro:sub v det:dem n prep pro:per","Brown","Target_Child",248
"3045",1911469,3351,"ya gotta stick that there and go like that and make little holes and and mouth with a crayon a black crayon and everything","you got stick that there and go like that and make little hole and mouth with a black crayon and everything","declarative","pro:per mod v comp adv coord v prep pro:dem coord v adj n coord n prep det:art adj n coord pro:indef","Brown","Target_Child",432
"3046",1911537,3351,"tie em","tie them","declarative","v pro:obj","Brown","Target_Child",444
"3047",1914416,3351,"Mama can you hold these sides and put glue on it","Mama can you hold these side and put glue on it","question","n:prop mod pro:per v det:dem n coord v n prep pro:per","Brown","Target_Child",62
"3048",1914484,3351,"it won't stick to the paper no more","it will stick to the paper no more","question","pro:per mod v prep det:art n qn pro:indef","Brown","Target_Child",71
"3049",1915000,3351,"I'm biting my finger though","I bite my finger though","declarative","pro:sub part det:poss n adv","Brown","Target_Child",195
"3050",1916633,3351,"then push it down a little","then push it down a little","declarative","adv:tem v pro:per adv det:art adj","Brown","Target_Child",122
"3051",1925749,3395,"and the stockings were hung by the chimney","and the stock be hang by the chimney","declarative","coord det:art n:gerund aux part prep det:art n","MacWhinney","Target_Child",82
"3052",1925860,3395,"I want the shoes that get on my feet that kick the lions","I want the shoe that get on my foot that kick the lion","declarative","pro:sub v det:art n pro:rel v prep det:poss n pro:rel v det:art n","MacWhinney","Target_Child",89
"3053",1928073,3395,"and that space+man punched those monsters","and that punch those monster","declarative","coord pro:dem v det:dem n","MacWhinney","Target_Child",22
"3054",1929523,3395,"I bumped me on my bed","I bump me on my bed","declarative","pro:sub v pro:obj prep det:poss n","MacWhinney","Target_Child",350
"3055",1930331,3395,"and and the star and the star man and the space man and and punched those monsters","and and the star man and the space man and punch those monster","declarative","coord coord det:art n n coord det:art n n coord v det:dem n","MacWhinney","Target_Child",180
"3056",1930865,3395,"because he will bite you and he will punch you","because he will bite you and he will punch you","declarative","conj pro:sub mod v pro:per coord pro:sub mod v pro:per","MacWhinney","Target_Child",221
"3057",1930894,3395,"if you put your finger in there he will bite you and if you put your finger in there he will punch you","if you put your finger in there he will bite you and if you put your finger in there he will punch you","declarative","conj pro:per v det:poss n prep n pro:sub mod v pro:per coord conj pro:per v det:poss n prep n pro:sub mod v pro:per","MacWhinney","Target_Child",223
"3058",1931096,3395,"because because he bites big brothers","because because he bite big brother","declarative","conj conj pro:sub v adj n","MacWhinney","Target_Child",237
"3059",1931440,3395,"cause they hold tight so I can't do that","cause they hold tight so I can do that","declarative","n pro:sub v adv co pro:sub mod v pro:dem","MacWhinney","Target_Child",241
"3060",1932057,3395,"she she punched me right here","she she punch me right here","declarative","pro:sub pro:sub v pro:obj adv adv","MacWhinney","Target_Child",279
"3061",1932395,3395,"I'll hang it up","I hang it up","declarative","pro:sub v pro:per adv","MacWhinney","Target_Child",538
"3062",1932600,3395,"you hold my book","you hold my book","declarative","pro:per v det:poss n","MacWhinney","Target_Child",317
"3063",1934825,3395,"there's some more I bought a lot","there some more I buy a lot","declarative","pro:exist qn pro:indef pro:sub v det:art n","MacWhinney","Target_Child",117
"3064",1935125,3395,"he pushed it","he push it","declarative","pro:sub v pro:per","MacWhinney","Target_Child",82
"3065",1936316,3395,"why is the truck pulling out","why be the truck pull out","question","pro:int aux det:art n part adv","MacWhinney","Target_Child",211
"3066",1937804,3395,"but I can't eat breakfast without my shoe lace tied","but I can eat breakfast without my shoe lace tie","declarative","conj pro:sub mod v n prep det:poss n n v","MacWhinney","Target_Child",272
"3067",1937849,3395,"they pushed them that way","they push them that way","declarative","pro:sub v pro:obj det:dem n","MacWhinney","Target_Child",50
"3068",1942392,3395,"I pulled this xxx sock","I pull this sock","declarative","pro:sub v det:dem n","MacWhinney","Target_Child",85
"3069",1942438,3395,"I pulled this sock out_of my head","I pull this sock out_of my head","declarative","pro:sub v det:dem n prep det:poss n","MacWhinney","Target_Child",87
"3070",1942511,3395,"just pull it out","just pull it out","declarative","adv v pro:per adv","MacWhinney","Target_Child",91
"3071",1942600,3395,"I pulled a a a I pulled a garbage can out_of my head","I pull a a a I pull a garbage can out_of my head","declarative","pro:sub v det:art det:art det:art pro:sub v det:art n n prep det:poss n","MacWhinney","Target_Child",96
"3072",1942661,3395,"I pulled a knife out_of my head","I pull a knife out_of my head","declarative","pro:sub v det:art n prep det:poss n","MacWhinney","Target_Child",99
"3073",1943657,3395,"of little scavengers the Droids the Jawas took the Droids to Luke's farm hoping to sell them for a good price","of little scavenge the Droids the Jawas take the Droids to Luke farm hope to sell them for a good price","declarative","prep adj n det:art n:prop det:art n:prop v det:art n:prop prep adj n part inf v pro:obj prep det:art adj n","MacWhinney","Target_Child",24
"3074",1943775,3395,"to the banquet room to celebrate the arrival","to the banquet room to celebrate the arrival","declarative","prep det:art n n inf v det:art n","MacWhinney","Target_Child",169
"3075",1945069,3395,"I will teach you to use the force power that gives a strength and skill","I will teach you to use the force power that give a strength and skill","declarative","pro:sub mod v pro:per inf v det:art n n pro:rel v det:art n coord n","MacWhinney","Target_Child",108
"3076",1946277,3395,"instead let me pet the cat","instead let me pet the cat","declarative","adv v pro:obj v det:art n","MacWhinney","Target_Child",213
"3077",1950658,3395,"just like that big big big big X_wing fighter that Richie bought and he lost when his I'll show you","just like that big big big big X_wing fight that Richie buy and he lose when his I show you","declarative","adv co det:dem adj adj adj adj n:prop n comp n:prop v coord pro:sub v pro:rel det:poss pro:sub v pro:per","MacWhinney","Target_Child",286
"3078",1952203,3395,"people that teach you","person that teach you","declarative","n pro:rel v pro:per","MacWhinney","Target_Child",363
"3079",1952546,3395,"I like Markie's hair it tickles","I like Markie hair it tickle","declarative","pro:sub v adj n pro:per v","MacWhinney","Target_Child",387
"3080",1952877,3395,"because boy kitties are easier to hold than girl kitties","because boy kitty be ease to hold than girl kitty","declarative","conj n n cop adj inf v prep n n","MacWhinney","Target_Child",420
"3081",1977101,3395,"if you want another Mickey Mouse then buy it for yourself and give that one back to me","if you want another Mickey Mouse then buy it for yourself and give that one back to me","declarative","conj pro:per v qn n:prop n:prop adv:tem v pro:per prep pro:refl coord v comp det:num adv prep pro:obj","MacWhinney","Target_Child",1
"3082",1978270,3395,"they got tied","they get tie","declarative","pro:sub aux part","MacWhinney","Target_Child",54
"3083",1978334,3395,"tied to this one","tie to this one","declarative","v prep det:dem pro:indef","MacWhinney","Target_Child",59
"3084",1980776,3395,"I wanna check what hour it is for you","I want check what hour it be for you","declarative","pro:sub v v pro:int n pro:per cop prep pro:per","MacWhinney","Target_Child",201
"3085",2033724,3459,"we punched it and when somebody hit and it just pushed them down and went boom boom boom","we punch it and when somebody hit and it just push them down and go boom boom boom","declarative","pro:sub v pro:per coord conj pro:indef v coord pro:per adv v pro:obj adv coord v n n co","Warren","Target_Child",302
"3086",2035412,3468,"but he always push me down","but he always push me down","declarative","conj pro:sub adv v pro:obj adv","Warren","Target_Child",275
"3087",2035488,3468,"I pushed him down first cause he was mean","I push him down first cause he be mean","declarative","pro:sub v pro:obj adv adj n pro:sub cop adj","Warren","Target_Child",283
"3088",2038084,3512,"these things are to hold on","these thing be to hold on","question","det:dem n cop inf v adv","VanHouten","Target_Child",21
"3089",2038858,3512,"the mother hasta push him","the mother have push him","declarative","det:art n mod v pro:obj","VanHouten","Target_Child",104
"3090",2038971,3519,"how do you push them","how do you push them","question","pro:int mod pro:per v pro:obj","VanHouten","Target_Child",78
"3091",2039047,3519,"can I push","can I push","question","mod pro:sub v","VanHouten","Target_Child",87
"3092",2039066,3507,"ay I dropped one","ay I drop one","declarative","co pro:sub v pro:indef","VanHouten","Target_Child",130
"3093",2039098,3507,"hey this one doesn't hold on","hey this one do hold on","declarative","co det:dem pro:indef mod v adv","VanHouten","Target_Child",135
"3094",2039132,3517,"now hold on","now hold on","declarative","adv v adv","VanHouten","Target_Child",130
"3095",2039303,3507,"oh somebody'll push you","oh somebody push you","declarative","co pro:indef v pro:per","VanHouten","Target_Child",159
"3096",2039312,3507,"I'll push you","I push you","declarative","pro:sub v pro:per","VanHouten","Target_Child",160
"3097",2039429,3507,"he's gonna sit down now and Daddy's gonna push him","he go sit down now and Daddy go push him","declarative","pro:sub part v adv adv coord adj part v pro:obj","VanHouten","Target_Child",173
"3098",2039459,3507,"how come you pushed those buttons","how come you push those button","question","pro:int v pro:per v det:dem n","VanHouten","Target_Child",176
"3099",2039484,3507,"hey I can't push the carriage","hey I can push the carriage","declarative","co pro:sub mod v det:art n","VanHouten","Target_Child",179
"3100",2039497,3507,"somebody else'll hafta push it","somebody else have push it","declarative","pro:indef post mod v pro:per","VanHouten","Target_Child",180
"3101",2039507,3519,"how can her mom hold her","how can her mom hold her","question","pro:int n det:poss n v pro:obj","VanHouten","Target_Child",137
"3102",2039612,3507,"Mommy can't hold on","Mommy can hold on","declarative","n:prop mod v adv","VanHouten","Target_Child",194
"3103",2040228,3521,"Mommy's pushing it","Mommy push it","declarative","n:prop part pro:per","VanHouten","Target_Child",251
"3104",2040247,3521,"so she can push the baby","so she can push the baby","declarative","co pro:sub mod v det:art n","VanHouten","Target_Child",256
"3105",2040257,3521,"she's pushing the baby","she push the baby","declarative","pro:sub part det:art n","VanHouten","Target_Child",259
"3106",2040284,3521,"how she gonna hold on","how she go hold on","question","pro:int pro:sub part v adv","VanHouten","Target_Child",266
"3107",2040314,3521,"look at the mommy's pushing her in the carriage Mommy","look at the mommy push her in the carriage Mommy","declarative","v prep det:art n part pro:obj prep det:art n n:prop","VanHouten","Target_Child",275
"3108",2040880,3532,"no them's them are holding on","no them be hold on","declarative","co pro:obj aux part adv","VanHouten","Target_Child",190
"3109",2040975,3524,"push it around","push it around","declarative","v pro:per adv","VanHouten","Target_Child",338
