"","id","target_child_id","target_child_age","gloss","stem","type","part_of_speech","corpus_name","speaker_role","utterance_order"
"1235",2324563,3906,42.5922503542167,"what Sean gave us","what Sean give us","declarative","pro:int n:prop v pro:obj","Braunwald","Target_Child",1303
"1236",2326921,3906,50.3624304400501,"if you give my toy then I will","if you give my toy then I will","declarative","conj pro:per v det:poss n adv:tem pro:sub mod","Braunwald","Target_Child",167
"1237",2327430,3906,50.3624304400501,"xxx don't wanna give you","do want give you","declarative","mod v v pro:per","Braunwald","Target_Child",220
"1238",2328660,3906,50.3624304400501,"but if I don't eat she probably will still give me","but if I do eat she probable will still give me","declarative","conj conj pro:sub mod v pro:sub adv mod adv v pro:obj","Braunwald","Target_Child",360
"1239",2328919,3906,55.5925173001499,"because every night I useta have you give me special time","because every night I used have you give me special time","declarative","conj qn n pro:sub mod v pro:per v pro:obj adj n","Braunwald","Target_Child",368
"1240",2335040,3906,58.001190989548,"he didn't like it and I gave him this for our present","he do like it and I give him this for our present","declarative","pro:sub mod v pro:per coord pro:sub v pro:obj pro:dem prep det:poss n","Braunwald","Target_Child",1061
"1241",2350386,3906,36.460707612066,"Mister_All_Mine giving Daniel striped tiger his house back tomorrow","Mister_All_Mine give Daniel stripe tiger his house back tomorrow","declarative","n:prop part n:prop v n det:poss n adv adv:tem","Braunwald","Target_Child",9
"1242",2350485,3906,36.6578369165691,"I feel like for Mommy to give me a hug","I feel like for Mommy to give me a hug","declarative","pro:sub v co prep n:prop inf v pro:obj det:art n","Braunwald","Target_Child",2
"1243",2350580,3906,37.4607281463685,"give me brownies","give me brown","declarative","v pro:obj n","Braunwald","Target_Child",1
"1244",2350653,3906,37.6250025667878,"look at the cup they gave me","look at the cup they give me","declarative","v prep det:art n pro:sub v pro:obj","Braunwald","Target_Child",1
"1245",2350774,3906,36.3292880757305,"if I ask for water you'll give me more","if I ask for water you give me more","declarative","conj pro:sub v prep n pro:per v pro:obj pro:indef","Braunwald","Target_Child",25
"1246",2350811,3906,36.3292880757305,"you're gonna give me special time","you go give me special time","declarative","pro:per part v pro:obj adj n","Braunwald","Target_Child",33
"1247",2350838,3906,38.4278937965872,"I want you to give me a kiss since I didn't see you all day","I want you to give me a kiss since I do see you all day","declarative","pro:sub v pro:per inf v pro:obj det:art n conj pro:sub mod v pro:per adv n","Braunwald","Target_Child",10
"1248",2351321,3906,39.7893180558122,"to give money silly that's a fairy","to give money silly that a fairy","declarative","inf v n adj pro:dem det:art n","Braunwald","Target_Child",5
"1249",2407838,3940,40.0008213721021,"I gave my silly","I give my silly","declarative","pro:sub v det:poss adj","Sachs","Target_Child",140
"1250",2410091,3940,55.9539210250724,"how_come you gave me xxx","how_come you give me","declarative","pro:int pro:per v pro:obj","Sachs","Target_Child",67
"1251",2412723,3940,55.9539210250724,"and we gave to the nursery","and we give to the nursery","declarative","coord pro:sub v prep det:art n","Sachs","Target_Child",227
"1252",2412788,3940,41.1979712109078,"give me back my baby","give me back my baby","declarative","v pro:obj adv det:poss n","Sachs","Target_Child",214
"1253",2413509,3940,57.0997351074971,"give me a ride please","give me a ride please","declarative","v pro:obj det:art n co","Sachs","Target_Child",276
"1254",2413890,3940,55.9539210250724,"mm you gave them to me","mm you give them to me","declarative","co pro:per v pro:obj prep pro:obj","Sachs","Target_Child",298
"1255",2415777,3940,57.0997351074971,"I gave her a kiss","I give her a kiss","declarative","pro:sub v pro:obj det:art n","Sachs","Target_Child",352
"1256",2416709,3940,39.8878827080638,"and she gives them some broth without any bread","and she give them some broth without any bread","declarative","coord pro:sub v pro:obj qn n prep qn n","Sachs","Target_Child",485
"1257",2416803,3940,39.8878827080638,"she gave them all her children a spanking","she give them all her child a spank","declarative","pro:sub v pro:obj adv det:poss n det:art n:gerund","Sachs","Target_Child",491
"1258",2419892,3940,57.0997351074971,"we needta give her a shot","we need give her a shot","declarative","pro:sub v v pro:obj det:art n","Sachs","Target_Child",625
"1259",2420487,3940,57.0997351074971,"okay we didn't give you a shot","okay we do give you a shot","declarative","adj pro:sub mod v pro:per det:art n","Sachs","Target_Child",668
"1260",2421748,3940,57.0997351074971,"your Mommy gave it to the hospital","your Mommy give it to the hospital","declarative","det:poss n:prop v pro:per prep det:art n","Sachs","Target_Child",826
"1261",2421777,3940,57.0997351074971,"that's why she gave this blanket to us","that why she give this blanket to us","declarative","pro:dem pro:int pro:sub v det:dem n prep pro:obj","Sachs","Target_Child",832
"1262",2421789,3940,57.0997351074971,"I wanna give her some food","I want give her some food","declarative","pro:sub v v pro:obj qn n","Sachs","Target_Child",834
"1263",2429789,3940,41.2308260949917,"give me that broken one","give me that break one","imperative_emphatic","v pro:obj comp part pro:indef","Sachs","Target_Child",110
"1264",2429796,3940,41.2308260949917,"give me that broken one","give me that break one","imperative_emphatic","v pro:obj comp part pro:indef","Sachs","Target_Child",111
"1265",2429808,3940,41.2308260949917,"give me","give me","declarative","v pro:obj","Sachs","Target_Child",113
"1266",2429815,3940,41.2308260949917,"give me it","give me it","declarative","v pro:obj pro:per","Sachs","Target_Child",114
"1267",2454454,3973,39.6907534035606,"he's gonna give them to me","he go give them to me","declarative","pro:sub part v pro:obj prep pro:obj","Weist","Target_Child",382
"1268",2454827,3973,39.6907534035606,"I will not give some kids xxx","I will not give some kid","declarative","pro:sub mod neg v qn n","Weist","Target_Child",408
"1269",2461451,3978,38.6250231010904,"well well I'll give you some after well I'll give you some quarters after I I've finished up with my game","well well I give you some after well I give you some quarter after I finish up with my game","declarative","co n pro:sub v pro:per qn prep n pro:sub v pro:per qn n prep pro:sub part adv prep det:poss n","Weist","Target_Child",338
"1270",2464196,3978,36.7564015688207,"I gave that to your birthday","I give that to your","declarative","pro:sub v comp prep det:poss","Weist","Target_Child",28
"1271",2464216,3978,36.7564015688207,"I gave you I gave that with your birthday","I give you I give that with your","declarative","pro:sub v pro:per pro:sub v comp prep det:poss","Weist","Target_Child",29
"1272",2464259,3978,36.7564015688207,"it I gave it to you","it I give it to you","declarative","pro:per pro:sub v pro:per prep pro:per","Weist","Target_Child",32
"1273",2464461,3978,40.2965153288569,"and Mommy sitted there they came here and they gave it to my mommy and she sat there and I'm gonna buy one of those toys for Tiki whoa","and Mommy sit there they come here and they give it to my mommy and she sit there and I go buy one of those toy for Tiki whoa","declarative","coord n:prop v adv pro:sub v adv coord pro:sub v pro:per prep det:poss n coord pro:sub v adv coord pro:sub part n det:num prep det:dem n prep n:prop co","Weist","Target_Child",52
"1274",2465306,3978,36.7564015688207,"Carey give me","Carey give me","declarative","n:prop v pro:obj","Weist","Target_Child",89
"1275",2465397,3978,39.0665106059673,"my mom and dad gave it","my mom and dad give it","declarative","det:poss n coord n v pro:per","Weist","Target_Child",102
"1276",2465414,3978,39.0665106059673,"Mom gave that to gave that to me too and I","Mom give that to me too and I","declarative","n:prop v comp prep pro:obj adv coord pro:sub","Weist","Target_Child",103
"1277",2465937,3978,40.2965153288569,"I gave them to my mommy","I give them to my mommy","declarative","pro:sub v pro:obj prep det:poss n","Weist","Target_Child",134
"1278",2466126,3978,39.0665106059673,"and Dave gave me this","and Dave give me this","declarative","coord n:prop v pro:obj pro:dem","Weist","Target_Child",143
"1279",2467059,3978,52.4610361609068,"and it's giving itself a bath","and it give itself a bath","declarative","coord pro:per part pro:refl det:art n","Weist","Target_Child",429
"1280",2467386,3978,36.3949978438982,"I gave the necklace to you when it was your birthday","I give the necklace to you when it be your","declarative","pro:sub v det:art n prep pro:per conj pro:per cop det:poss","Weist","Target_Child",91
"1281",2467444,3978,36.3949978438982,"yeah I gave that necklace to you when it was your birthday yeah","yeah I give that necklace to you when it be your yeah","declarative","co pro:sub v det:dem n prep pro:per conj pro:per cop det:poss co","Weist","Target_Child",95
"1282",2467770,3978,36.3949978438982,"Grandma and my Grandma and my Poppa gave me Playdoh","Grandma and my Grandma and my Poppa give me Playdoh","declarative","n:prop coord det:poss n:prop coord det:poss n:prop v pro:obj n:prop","Weist","Target_Child",119
"1283",2467800,3978,36.3949978438982,"what else did I give you","what else do I give you","question","pro:int post mod pro:sub v pro:per","Weist","Target_Child",121
"1284",2467824,3978,36.3949978438982,"you gave me Playdoh and then Grandpa and Grandma Grandma gave me Playdoh","you give me Playdoh and then Grandpa and Grandma Grandma give me Playdoh","declarative","pro:per v pro:obj n:prop coord adv:tem n:prop coord n:prop n:prop v pro:obj n:prop","Weist","Target_Child",123
"1285",2467881,3978,36.3949978438982,"Santa gave me a Dora spinning toothbrush","Santa give me a Dora spin","declarative","n:prop v pro:obj det:art n:prop part","Weist","Target_Child",128
"1286",2468133,3985,36.0993038871435,"I wanna give","I want give","interruption","pro:sub v v","Weist","Target_Child",33
"1287",2468140,3985,36.0993038871435,"I'm gonna give you a bed when you're done","I go give you a bed when you do","declarative","pro:sub part v pro:per det:art n conj pro:per part","Weist","Target_Child",35
"1288",2468816,3985,36.0993038871435,"I'm giving you a whole bunch but I have some more if you need some more","I give you a whole bunch but I have some more if you need some more","declarative","pro:sub part pro:per det:art adj n conj pro:sub v qn pro:indef conj pro:per v qn pro:indef","Weist","Target_Child",224
"1289",2469179,3978,36.3949978438982,"you gave me Bath_Busy_Dora then my mommy and daddy gave me Pooh ones","you give me Bath_Busy_Dora then my mommy and daddy give me Pooh one","declarative","pro:per v pro:obj n:prop adv:tem det:poss n coord n v pro:obj n:prop n","Weist","Target_Child",142
"1290",2469186,3978,39.0665106059673,"no my dad gave that to Dave","no my dad give that to Dave","declarative","co det:poss n v comp prep n:prop","Weist","Target_Child",242
"1291",2469763,3978,36.3949978438982,"I gave Tiki little spinny tops","I give Tiki little spin top","declarative","pro:sub v n:prop adj adj n","Weist","Target_Child",187
"1292",2469804,3978,36.3949978438982,"I gave Tiki little spinny tops","I give Tiki little spin top","declarative","pro:sub v n:prop adj adj n","Weist","Target_Child",189
"1293",2470997,3978,39.0665106059673,"I gave him magnifinant water","I give him magnificent water","declarative","pro:sub v pro:obj adj n","Weist","Target_Child",378
"1294",2471702,3978,51.5595802788558,"to give me her Zoob these Zoobs","to give me her Zoob these Zoobs","declarative","inf v pro:obj det:poss n:prop det:dem n:prop","Weist","Target_Child",464
"1295",2471853,3985,37.6578574508717,"mommy I wanna give the one that I hafta her","mommy I want give the one that I have her","declarative","n pro:sub v v det:art pro:indef pro:rel pro:sub mod pro:obj","Weist","Target_Child",60
"1296",2472103,3978,37.8878416394587,"James give me that alligator","James give me that alligator","declarative","n:prop v pro:obj det:dem n","Weist","Target_Child",128
"1297",2472129,3978,37.8878416394587,"James just give me that","James just give me that","declarative","n:prop adv v pro:obj comp","Weist","Target_Child",130
"1298",2473530,3978,36.3949978438982,"it's that pack you gave me","it that pack you give me","declarative","pro:per det:dem n pro:per v pro:obj","Weist","Target_Child",506
"1299",2473565,3978,36.3949978438982,"you mean you gave me a backpack inside the Dora pinyalla","you mean you give me a inside the Dora pinata","question","pro:per v pro:per v pro:obj det:art prep det:art n:prop n","Weist","Target_Child",509
"1300",2474105,3985,37.6578574508717,"they give them","they give them","declarative","pro:sub v pro:obj","Weist","Target_Child",322
"1301",2474108,3985,42.7893796587199,"give me Bert","give me Bert","declarative","v pro:obj n:prop","Weist","Target_Child",50
"1302",2474389,3985,42.7893796587199,"should we give it a flag","should we give it a flag","question","mod pro:sub v pro:per det:art n","Weist","Target_Child",75
"1303",2474534,3985,39.4607692149736,"uh well people come to our door and we give trick or treats","well person come to our door and we give trick or treat","declarative","n n v prep det:poss n coord pro:sub v n coord n","Weist","Target_Child",303
"1304",2475106,3985,43.6908355407709,"she's given me","she give me","declarative","pro:sub part pro:obj","Weist","Target_Child",258
"1305",2475283,3978,36.7564015688207,"I'm gonna give it to Bailey okay","I go give it to Bailey okay","question","pro:sub part v pro:per prep n:prop adj","Weist","Target_Child",695
"1306",2475451,3978,36.7564015688207,"I'm gonna give this to the cats","I go give this to the cat","declarative","pro:sub part v det:dem prep det:art n","Weist","Target_Child",709
"1307",2475473,3978,36.7564015688207,"I just gave that to the cats","I just give that to the cat","declarative","pro:sub adv v comp prep det:art n","Weist","Target_Child",711
"1308",2475531,3985,37.6578574508717,"give a bone to the doggie","give a bone to the dog","declarative","v det:art n prep det:art n","Weist","Target_Child",452
"1309",2475943,3985,43.6908355407709,"he just r runned and gave it to me","he just run and give it to me","declarative","pro:sub adv v coord v pro:per prep pro:obj","Weist","Target_Child",359
"1310",2476617,3978,37.8878416394587,"give me the yellow","give me the yellow","declarative","v pro:obj det:art n","Weist","Target_Child",400
"1311",2477505,3985,44.7237109591573,"I will give you someone to help talk","I will give you someone to help talk","declarative","pro:sub mod v pro:per pro:indef inf v n","Weist","Target_Child",301
"1312",2477510,3985,45.3951826526212,"I can I wanna tell you which ones I will give to you","I can I want tell you which one I will give to you","declarative","pro:sub mod pro:sub v v pro:per pro:int n pro:sub mod v prep pro:per","Weist","Target_Child",16
"1313",2477727,3978,37.8878416394587,"James give me that blue one","James give me that blue one","declarative","n:prop v pro:obj det:dem adj pro:indef","Weist","Target_Child",528
"1314",2478432,3985,44.7237109591573,"I give ya big car","I give you big car","declarative","pro:sub v pro:per adj n","Weist","Target_Child",418
"1315",2478897,3985,51.0010472494302,"no give me that","no give me that","imperative_emphatic","co v pro:obj comp","Weist","Target_Child",174
"1316",2479633,3985,49.8223782829216,"give me some water right now","give me some water right now","imperative_emphatic","v pro:obj qn n adv adv","Weist","Target_Child",288
"1317",2480049,3985,51.0010472494302,"we're only oh give me that","we only oh give me that","imperative_emphatic","pro:sub adv co v pro:obj comp","Weist","Target_Child",326
"1318",2480057,3985,51.0010472494302,"oh give me that","oh give me that","imperative_emphatic","co v pro:obj comp","Weist","Target_Child",327
"1319",2480063,3985,51.0010472494302,"give me that horsie","give me that horse","declarative","v pro:obj comp n","Weist","Target_Child",328
"1320",2480123,3985,43.6908355407709,"I can give ya","I can give you","declarative","pro:sub mod v pro:per","Weist","Target_Child",910
"1321",2481887,3985,51.6909998151913,"I'll give Avi something","I give Avi something","declarative","pro:sub v n:prop pro:indef","Weist","Target_Child",157
"1322",2481906,3985,51.6909998151913,"no how about you how about I gave give her this","no how about you how about I give her this","declarative","co pro:rel prep pro:per pro:rel adv pro:sub v pro:obj pro:dem","Weist","Target_Child",159
"1323",2482987,3985,51.9209840037783,"he gave me four of each","he give me four of each","declarative","pro:sub v pro:obj det:num prep qn","Weist","Target_Child",489
"1324",2483479,3985,52.5924556972422,"I gave her the microwave","I give her the wave","declarative","pro:sub v pro:obj det:art n","Weist","Target_Child",52
"1325",2485926,3985,52.5924556972422,"give them to me please","give them to me please","declarative","v pro:obj prep pro:obj co","Weist","Target_Child",258
"1326",2485967,3985,52.5924556972422,"you give the chocolate chips Percy","you give the chocolate chip Percy","question","pro:per v det:art n v n:prop","Weist","Target_Child",262
"1327",2490869,3985,56.1325694572784,"so let's give it a different name","so let give it a different name","declarative","adv v v pro:per det:art adj n","Weist","Target_Child",568
"1328",2490902,3985,38.2964742602517,"no I gave you the list","no I give you the list","imperative_emphatic","co pro:sub v pro:per det:art n","Weist","Target_Child",192
"1329",2503796,4001,36.4935624961498,"here I will give you some cheese","here I will give you some cheese","declarative","adv pro:sub mod v pro:per qn n","Weist","Target_Child",46
"1330",2505162,4001,36.4935624961498,"xxx can give him a piece","can give him a piece","declarative","mod v pro:obj det:art n","Weist","Target_Child",182
"1331",2508317,3985,45.2309082322019,"you give twenty dollars back","you give twenty dollar back","declarative","pro:per v det:num n adv","Weist","Target_Child",64
"1332",2508322,4001,38.8550072896774,"oh okay I'll give some of my money to you","oh okay I give some of my money to you","declarative","co co pro:sub v pro:indef prep det:poss n prep pro:per","Weist","Target_Child",216
"1333",2508439,4001,38.8550072896774,"sure but I hafta give you your money","sure but I have give you your money","declarative","adv conj pro:sub mod v pro:per det:poss n","Weist","Target_Child",225
"1334",2509304,3985,45.2309082322019,"I will give you something to","I will give you something to","interruption","pro:sub mod v pro:per pro:indef inf","Weist","Target_Child",217
"1335",2509316,3985,45.2309082322019,"ah I'll give give you here","ah I give you here","declarative","co pro:sub v pro:per adv","Weist","Target_Child",221
"1336",2510414,4001,38.8550072896774,"you just hafta give me that xxx","you just have give me that","declarative","pro:per adv mod v pro:obj comp","Weist","Target_Child",309
"1337",2510529,3985,45.2309082322019,"thirty nine dollars and you give me and you can give me money by a credit card","thirty nine dollar and you give me and you can give me money by a credit card","declarative","det:num det:num n coord pro:per v pro:obj coord pro:per mod v pro:obj n prep det:art n n","Weist","Target_Child",449
"1338",2511690,4001,39.7564631717284,"give him a kiss","give him a kiss","declarative","v pro:obj det:art n","Weist","Target_Child",263
"1339",2511790,4001,38.8550072896774,"you can give that back","you can give that back","declarative","pro:per mod v adv adv","Weist","Target_Child",419
"1340",2513952,4001,43.1323025113452,"um for him coming to our house from very far we give him some water and","for him come to our house from very far we give him some water and","declarative","prep pro:obj part prep det:poss n prep adv adv pro:sub v pro:obj qn n coord","Weist","Target_Child",137
"1341",2514351,4001,43.887964845274,"from I got it aunt Allison gave it gave it to us","from I get it aunt Allison give it give it to us","declarative","prep pro:sub v pro:per n n:prop v pro:per v pro:per prep pro:obj","Weist","Target_Child",34
"1342",2514485,4001,40.2308055606891,"I wanna give each of them each a little money","I want give each of them each a little money","declarative","pro:sub v v qn prep pro:obj qn det:art adj n","Weist","Target_Child",406
"1343",2514584,4001,40.2308055606891,"they just hafta give them back to me","they just have give them back to me","declarative","pro:sub adv mod v pro:obj adv prep pro:obj","Weist","Target_Child",416
"1344",2514683,4001,40.2308055606891,"then we can give them to all the plant eating dinosaurs","then we can give them to all the plant eat dinosaur","declarative","adv:tem pro:sub mod v pro:obj prep qn det:art n part n","Weist","Target_Child",426
"1345",2514950,4001,39.7564631717284,"now he I'm gonna go give him his toys","now he I go go give him his toy","declarative","adv pro:sub pro:sub part v v pro:obj det:poss n","Weist","Target_Child",608
"1346",2515001,3985,45.2309082322019,"don't give him some","do give him some","declarative","mod v pro:obj qn","Weist","Target_Child",789
"1347",2515019,3985,45.2309082322019,"we can give him some regular milk that helps too","we can give him some regular milk that help too","declarative","pro:sub mod v pro:obj qn adj n pro:rel v adv","Weist","Target_Child",791
"1348",2516116,4001,44.3294523501509,"yeah xxx given in the first one","yeah give in the first one","declarative","co part prep det:art adj pro:indef","Weist","Target_Child",163
"1349",2516126,4001,44.3294523501509,"the time we were given is Land Before Time three","the time we be give be Land Before Time three","declarative","det:art n pro:sub aux part cop n:prop n:prop n:prop det:num","Weist","Target_Child",165
"1350",2516479,4001,44.3294523501509,"oh you hafta give it um some food","oh you have give it some food","declarative","co pro:per mod v pro:per qn n","Weist","Target_Child",191
"1351",2517363,4001,43.887964845274,"oh and no one xxx see my oh yeah and it will say Marissa's coming over to this party and Marissa I'm sure that Marissa will think about coming to this party actually you know I wanna I wanna bring a map to see which house is Marissa's house and I wanna go to her house and give her her card","oh and no one see my oh yeah and it will say Marissa come over to this party and Marissa I sure that Marissa will think about come to this party actual you know I want I want bring a map to see which house be Marissa house and I want go to her house and give her her card","declarative","co coord co det:num co co co co coord pro:per mod v n:prop part adv prep det:dem n coord n:prop pro:sub adj comp n:prop mod v adv part prep det:dem n adv pro:per v pro:sub v pro:sub v v det:art n inf v det:int n cop adj n coord pro:sub v v prep det:poss n coord v pro:obj det:poss n","Weist","Target_Child",392
"1352",2518559,4001,49.263845253496,"and I also wanted to give you a slinky","and I also want to give you a slinky","declarative","coord pro:sub adv part inf v pro:per det:art n","Weist","Target_Child",109
"1353",2518570,4001,49.263845253496,"maybe when we get home can I give it to you","maybe when we get home can I give it to you","question","adv conj pro:sub v adv mod pro:sub v pro:per prep pro:per","Weist","Target_Child",110
"1354",2518641,4001,46.2309287665044,"you could give Chris a hug","you could give Chris a hug","declarative","pro:per mod v n:prop det:art n","Weist","Target_Child",169
"1355",2518809,4001,49.263845253496,"I'm just going to give one more away","I just go to give one more away","declarative","pro:sub adv part inf v det:num adv adv","Weist","Target_Child",131
"1356",2519028,4001,51.4610156266042,"but you don't hafta give me anymore money remember","but you do have give me anymore money remember","declarative","conj pro:per mod mod v pro:obj adv n v","Weist","Target_Child",89
"1357",2519053,4001,49.263845253496,"and they could give him the wrong food and maybe","and they could give him the wrong food and maybe","declarative","coord pro:sub mod v pro:obj det:art n n coord adv","Weist","Target_Child",157
"1358",2519573,4001,50.4281402082178,"well give him another dinosaur","well give him another dinosaur","declarative","co v pro:obj qn n","Weist","Target_Child",129
"1359",2521327,4001,51.033902133514,"you don't hafta give me any","you do have give me any","declarative","pro:per mod mod v pro:obj qn","Weist","Target_Child",130
"1360",2521571,4001,48.0995502987741,"she gave her to me","she give her to me","declarative","pro:sub v pro:obj prep pro:obj","Weist","Target_Child",447
"1361",2521759,4001,51.033902133514,"since you already buyed the doll and you buyed everything else for the doll you just don't hafta give my anything","since you already buy the doll and you buy everything else for the doll you just do have give my anything","declarative","conj pro:per adv part det:art n coord pro:per part pro:indef post prep det:art n pro:per adv mod mod v det:poss pro:indef","Weist","Target_Child",160
"1362",2521949,4001,51.033902133514,"maybe I could give you a dog to lick it all up","maybe I could give you a dog to lick it all up","declarative","adv pro:sub mod v pro:per det:art n inf v pro:per adv adv","Weist","Target_Child",174
"1363",2522173,4001,46.2309287665044,"we just gave it back in","we just give it back in","declarative","pro:sub adv v pro:per adj adv","Weist","Target_Child",451
"1364",2522210,4001,51.033902133514,"I'll give you something else I'll give you some jello","I give you something else I give you some jello","declarative","pro:sub v pro:per pro:indef post pro:sub v pro:per qn n","Weist","Target_Child",196
"1365",2522493,4001,48.5595186759482,"give me that web","give me that web","declarative","v pro:obj det:dem n","Weist","Target_Child",344
"1366",2522831,4001,49.263845253496,"I only give him plants and leaves","I only give him plant and leaf","declarative","pro:sub adv v pro:obj n coord n","Weist","Target_Child",443
"1367",2522841,4001,49.263845253496,"I'll give you a couple little trees with him","I give you a couple little tree with him","declarative","pro:sub v pro:per det:art n adj n prep pro:obj","Weist","Target_Child",444
"1368",2522857,4001,49.263845253496,"I'll give you these","I give you these","declarative","pro:sub v pro:per pro:dem","Weist","Target_Child",446
"1369",2522896,4001,51.033902133514,"she gave me","she give me","declarative","pro:sub v pro:obj","Weist","Target_Child",249
"1370",2523359,4001,50.4281402082178,"yep you don't hafta give me any ones xxx","yep you do have give me any one","declarative","co pro:per mod mod v pro:obj qn pro:indef","Weist","Target_Child",422
"1371",2524275,4001,51.033902133514,"we get to trade two colors you get to have this green and you get to give me the lighter green see","we get to trade two color you get to have this green and you get to give me the light green see","question","pro:sub v inf v det:num n pro:per v inf v det:dem n coord pro:per v inf v pro:obj det:art adj adj v","Weist","Target_Child",397
"1372",2524943,4001,38.5921682170065,"give me some Chewies","give me some Chewies","declarative","v pro:obj qn n:prop","Weist","Target_Child",478
"1373",2524955,4001,38.5921682170065,"give me some Chewies please I now have some Chewies please","give me some Chewies please I now have some Chewies please","declarative","v pro:obj qn n:prop v pro:sub adv v qn n:prop v","Weist","Target_Child",480
"1374",2525459,4001,52.8552947699131,"you say trick or treat and they give you candy","you say trick or treat and they give you candy","declarative","pro:per co v coord n coord pro:sub v pro:per n","Weist","Target_Child",68
"1375",2528621,4001,44.7565658432411,"sorry I'm gonna give you one","sorry I go give you one","declarative","co pro:sub part v pro:per pro:indef","Weist","Target_Child",49
"1376",2529155,4001,41.4608102835787,"we should give this to a baby see","we should give this to a baby see","declarative","pro:sub mod v pro:dem prep det:art n v","Weist","Target_Child",439
"1377",2529962,4001,44.7565658432411,"um they give toys there","they give toy there","declarative","pro:sub v n adv","Weist","Target_Child",163
"1378",2530292,4001,56.2968438776977,"yeah and I'm gonna I'm gonna have a treasure hunt and if you're going the right and you needta follow the Jenny B Jones cards and if you if you go all the right way you um um then you get the um to have a little prize and at the end of the the end of the Jenny B Jones at the last Jenny B Jones one and I'm giving out the prize they win to the person","yeah and I go I go have a treasure hunt and if you go the right and you need follow the Jenny B Jones card and if you if you go all the right way you then you get the to have a little prize and at the end of the the end of the Jenny B Jones at the last Jenny B Jones one and I give out the prize they win to the person","declarative","co coord pro:sub part pro:sub part v det:art n n coord comp pro:per part det:art adj coord pro:per v v det:art n:prop n:prop n:prop n coord conj pro:per conj pro:per v adv det:art adj adv pro:per adv:tem pro:per v det:art inf v det:art adj n coord prep det:art n prep det:art det:art n prep det:art n:prop n:prop n:prop prep det:art adj n:prop n:prop n:prop det:num coord pro:sub part prep det:art n pro:sub v prep det:art n","Weist","Target_Child",525
"1379",2530546,4001,57.7239779050905,"the bottle cans when you when you are just done with the food from the boxes I gave you","the bottle can when you when you be just do with the food from the box I give you","declarative","det:art n n conj pro:per conj pro:per aux adv part prep det:art n prep det:art n pro:sub v pro:per","Weist","Target_Child",366
"1380",2531118,4019,52.165342204152,"you can you can not you don't hafta give me anything for buying all those dinosaurs","you can you can not you do have give me anything for buy all those dinosaur","declarative","pro:per mod pro:per mod neg pro:per mod mod v pro:obj pro:indef prep n:gerund qn det:dem n","Weist","Target_Child",275
"1381",2531201,4019,52.165342204152,"um I'll give you all my food","I give you all my food","declarative","pro:sub v pro:per adv det:poss n","Weist","Target_Child",358
"1382",2531205,4019,52.165342204152,"get try to give it to them","get try to give it to them","declarative","v v inf v pro:per prep pro:obj","Weist","Target_Child",362
"1383",2531331,4019,52.165342204152,"a I like I'm pretending I like this and I want it and I'm gonna give him the toaster","a I like I pretend I like this and I want it and I go give him the toast","declarative","det:art pro:sub v pro:sub part pro:sub v pro:dem coord pro:sub v pro:per coord pro:sub part v pro:obj det:art n","Weist","Target_Child",488
"1384",2531574,4001,49.7566685147539,"I'll give you a hint","I give you a hint","declarative","pro:sub v pro:per det:art n","Weist","Target_Child",91
"1385",2535835,4001,49.7566685147539,"um I can give you another leash","I can give you another leash","declarative","pro:sub mod v pro:per qn n","Weist","Target_Child",402
"1386",2536881,4011,37.4607281463685,"she give she gave","she give she give","declarative","pro:sub v pro:sub v","Weist","Target_Child",169
"1387",2536909,4011,37.4607281463685,"she gave me nothing","she give me nothing","declarative","pro:sub v pro:obj pro:indef","Weist","Target_Child",172
"1388",2537306,4011,37.4607281463685,"you gave me nothing","you give me nothing","imperative_emphatic","pro:per v pro:obj pro:indef","Weist","Target_Child",209
"1389",2542287,4011,42.6251052383006,"yeah but we decorate it already so some ribbon to tie around it and that will look like a present to give to Dottie","yeah but we decorate it already so some ribbon to tie around it and that will look like a present to give to Dottie","declarative","co conj pro:sub v pro:per adv adv qn n inf v prep pro:per coord pro:dem mod v conj det:art adj inf v prep n:prop","Weist","Target_Child",122
"1390",2543995,4011,40.5593544015277,"I can give you open your open your hand","I can give you open your open your hand","declarative","pro:sub mod v pro:per adj det:poss adj det:poss n","Weist","Target_Child",513
"1391",2544707,4011,40.5593544015277,"I'm gonna give you some macaroni","I go give you some macaroni","declarative","pro:sub part v pro:per qn n","Weist","Target_Child",601
"1392",2544839,4011,40.5593544015277,"that's okay I give it","that okay I give it","declarative","pro:dem adj pro:sub v pro:per","Weist","Target_Child",614
"1393",2544841,4011,42.6251052383006,"you have hot dogs I give you hot dogs","you have hot dog I give you hot dog","declarative","pro:per v adj n pro:sub v pro:per adj n","Weist","Target_Child",404
"1394",2545304,4011,42.6251052383006,"I'll give her these toys","I give her these toy","declarative","pro:sub v pro:obj det:dem n","Weist","Target_Child",447
"1395",2545597,4011,42.6251052383006,"hey let me give back to me","hey let me give back to me","declarative","co v pro:obj v adv prep pro:obj","Weist","Target_Child",479
"1396",2546012,4011,45.5923119571244,"but I'm gonna give you a drink","but I go give you a drink","declarative","conj pro:sub part v pro:per det:art n","Weist","Target_Child",141
"1397",2546030,4011,45.5923119571244,"give you a drink","give you a drink","declarative","v pro:per det:art n","Weist","Target_Child",143
